LIMIT_BAL,Total-Hist,Total-Bill,Total-Paid,Adjusted,DEFAULT NEXT MONTH
10000,0,-0.6510221571420319,-0.4015408852968977,0.6131646809882532,0
140000,0,0.3037014824351541,-0.1915507406536714,-0.34949902881116374,0
40000,2,-0.3232092844093731,-0.3066318502209292,0.286445539594058,0
210000,-12,-0.7109892759958547,-0.5203539108458366,0.6559393322125785,1
20000,1,-0.5019882828744604,-0.19031772876545078,0.4927793985834456,1
150000,-3,-0.6850722886857605,-0.48446504481936176,0.6348631650649676,1
380000,-6,-0.40849269187381854,1.0140389631729216,0.5967834269562259,0
20000,0,-0.40587122167217743,-0.4176686807948234,0.3542422878748688,0
70000,9,-0.10762431738456049,-0.3871886269180097,0.04763279485786229,1
100000,0,-0.012321360998666538,-0.36242974820253965,-0.047826767006028975,0
310000,-12,-0.5947356351441816,-0.01616712967317049,0.6188839387836004,0
180000,3,-0.028218799387312327,-0.35190804675639037,-0.029449142294354753,0
150000,2,-0.24531341709105992,-0.3088183913027071,0.2046659357115269,0
500000,-12,-0.6888898869995073,-0.4137723632280462,0.6506936961508855,0
180000,-3,-0.5650194920242718,-0.04064652569397719,0.5837257859039695,0
180000,0,1.7981449995572578,0.039630768308439944,-1.8727050748492196,0
200000,10,-0.693213336849651,-0.4891176096775809,0.6425925616136146,0
400000,0,5.306905142473053,1.2721001312982425,-5.333478357963393,0
500000,0,-0.4219715276040658,-0.37541747342513015,0.3781464173507519,1
70000,-1,-0.06749869811722947,-0.3210991897093845,0.016764773728424463,0
50000,12,-0.2955745095902637,-0.419657939974486,0.23863177341283068,1
50000,-6,-0.5584855763458095,-0.5039137523362284,0.4993027118801127,1
130000,-8,-0.704529130333117,-0.48167021787272835,0.6556667243542542,0
200000,-3,0.5263341206050822,-0.3638107215173467,-0.6110373559185682,1
10000,6,-0.6507824045909271,-0.47086903373191574,0.6013021087290543,1
210000,-3,-0.6883603236723416,-0.3691373328744598,0.6576162835834819,0
130000,-3,-0.690172958344431,0.15992340812324357,0.7481248461618487,0
20000,2,-0.4782817613926847,-0.45952532436028604,0.4229119320252631,0
80000,-6,-0.7048242103960153,-0.4882956017521005,0.6548654224676649,0
320000,12,0.2431521073857909,-0.29347972341324263,-0.30328786640311506,1
200000,-3,-0.6413688236557876,-0.19957353800636024,0.6369035935803034,0
290000,-5,-0.696461852184951,-0.42970287682385666,0.6559393322125785,0
340000,-6,-0.33634561649518474,1.8140992770430076,0.6553831020370079,0
20000,2,-0.4440261276622948,-0.42845342477712645,0.39231376513941896,0
50000,-1,-0.32789631505130223,-0.41582738304174727,0.2730547111594054,0
300000,-6,-0.7063891885867437,-0.4916493940880606,0.6559393322125785,0
30000,0,-0.31793736292848473,-0.3820757376215215,0.2682992185197498,1
240000,-9,-0.7109892759958547,-0.5203539108458366,0.6559393322125785,1
470000,0,0.9088500946409318,-0.1598869953641659,-0.976670580684861,0
360000,-1,0.06597497211929428,2.132347865472004,0.2881995921774168,0
60000,0,-0.3327440589417743,-0.43248126361198047,0.27533195054156817,1
400000,2,1.1357692976531415,-0.14629098427671985,-1.2115594244300265,0
50000,0,-0.2433427038138463,-0.4208580715456874,0.1838403475043959,0
160000,0,1.0463521346647011,1.152382897031275,-0.9005854520651022,0
360000,-2,-0.7017416775960956,-0.48188393993335327,0.6527176029778379,1
160000,-1,-0.6276739471652041,-0.3852815685308951,0.5914854722146524,0
130000,-3,-0.11415296377618533,0.4118852774414998,0.18829569613842181,0
20000,6,-0.5494619226366428,-0.4192304958532362,0.5040554509050378,0
200000,12,1.5605133364044723,0.018883288269314322,-1.627817856017436,1
280000,-5,-0.6705211530840882,-0.455119361879711,0.624570153202181,0
100000,-12,-0.7016231186422525,-0.3961485133057462,0.6669537911347686,0
160000,-7,-0.7000238900870804,-0.3392162443869728,0.6748181148052124,0
60000,0,-0.18975405667678044,-0.41742207841717927,0.12840732936374355,0
90000,0,0.22356089892407893,-0.3270834074068819,-0.2884403757760028,0
360000,-5,-0.5569680217366183,1.4625429274735444,0.8270847485602991,0
150000,0,0.5520877600232149,-0.1284040918182661,-0.5985249305829603,0
50000,0,-0.49022196536639084,-0.45816079120398856,0.43561986400673997,0
20000,-1,-0.4653957204316528,-0.42689160971871365,0.414909927618292,1
140000,-12,-0.6749499886709814,-0.30651676911136194,0.6540889031136505,0
380000,-5,-0.36163028938478264,0.17044510956939288,0.40650864907539147,0
480000,4,6.563300722782213,1.6328300893160668,-6.586188568175572,0
50000,0,-0.1699230956639636,-0.40741002188482783,0.10935782265781574,1
60000,10,0.19015888966135913,-0.29813228827146177,-0.248680932681627,0
70000,-9,-0.626393510463699,-0.051332628725222554,0.6460813914772183,0
80000,-6,-0.6639213713201575,-0.3100185228739085,0.6419757519139719,0
350000,-6,-0.6820424487542155,-0.26906608802647436,0.6677743683244718,0
130000,-3,1.0830395442705831,4.2105976231471125,-0.4266993713967943,0
360000,-9,-0.7126174856286328,-0.5203539108458366,0.6576410661160569,0
330000,2,0.9740759617585493,0.01801195986830508,-1.0150449555697714,0
50000,2,-0.4656012226183141,-0.4052728012785788,0.4187457129379447,0
280000,13,1.54165192416975,0.1471822852782972,-1.5866155188042532,0
100000,0,0.17210631295618825,-0.22663403891317543,-0.21783769408476408,0
50000,0,-0.3971768983903526,-0.43040980363976983,0.3430213078478876,0
30000,6,-0.400997131347518,-0.41658363033318924,0.349329839195572,1
240000,-6,-0.6913453746657681,-0.3944880572962758,0.656490055158688,0
80000,2,-0.45010161538589727,-0.393764690321853,0.40447372778951685,1
400000,-6,-0.5217481085149714,0.4313833054338952,0.6175622037129376,0
240000,-2,-0.15849664715691075,-0.33831203566894436,0.10898883828392238,0
50000,13,0.053702803074827575,-0.35208888849999603,-0.11510032848803571,1
450000,-9,-0.7109892759958547,-0.5203539108458366,0.6559393322125785,1
110000,-9,-0.7109892759958547,-0.5203539108458366,0.6559393322125785,0
310000,2,3.574358361026211,0.36697076439325,-3.6742988165309,1
20000,0,-0.41564574875568355,-0.4495297079864442,0.359121693177399,0
20000,-9,-0.7109892759958547,-0.5203539108458366,0.6559393322125785,0
200000,0,0.9163904441053508,-0.15774977475791682,-0.9841934561287169,0
180000,0,1.0512762832143163,-0.277516329500413,-1.1452303528005976,1
50000,0,-0.630506188840344,-0.4184249280862654,0.5888943207532071,1
60000,7,-0.015114083022525426,-0.39687188028016895,-0.05067675825214567,0
30000,-7,-0.6246362033034029,0.0038569833915323712,0.6534886151023912,0
240000,-2,-0.6812731328759449,-0.3733131331359003,0.64950964181675,0
420000,0,2.845544856031859,0.35605449914287013,-2.9144030346448115,0
330000,0,2.8966727462158266,0.28679211134189053,-2.9794406609656137,0
30000,0,-0.385658237363644,-0.4305906453833755,0.3309522144838978,0
240000,6,-0.5062564052128108,-0.44428529742187917,0.45470241408943435,0
150000,0,-0.33995507797885144,-0.1915507406536714,0.3232228179352508,0
210000,0,-0.5970251402750621,-0.4045165539871368,0.5562309428194524,0
50000,-8,-0.6927259278171851,-0.41875373125645754,0.6538686139352067,1
50000,0,-0.16211401257083363,-0.3730500905997466,0.1069511633833172,0
240000,-9,-0.7109892759958547,-0.5203539108458366,0.6559393322125785,1
180000,-6,-0.7009038609889379,-0.4286178263622225,0.6607636652204978,0
50000,7,-0.4488765061961856,-0.2984117709661251,0.4191642623769879,0
170000,-12,-0.5318651392429131,0.562164766377829,0.6500410894597457,0
20000,-5,-0.6411448789651951,-0.13169212352018772,0.6480392115506376,0
50000,3,-0.584041617507537,-0.40226425227132045,0.5430383746453992,0
170000,0,-0.4343201013076758,-0.4586704361177864,0.37710830459733546,1
200000,3,1.3816368561328918,0.909939879490082,-1.2916180191059654,0
80000,8,-0.5477731162052338,-0.45260401762774094,0.4967005459597453,0
260000,-5,-0.655561647752512,-0.11807967227423209,0.6653869843530871,0
140000,2,0.3727001589283998,-0.25292185237003906,-0.431892688778607,0
80000,0,-0.03512946907465371,0.5153760752594838,0.12303778063917588,0
350000,-5,-0.6984905276173768,-0.44578135184625356,0.6553665803486246,0
280000,0,1.8488855971586713,1.6694752026339836,-1.6527490837878132,0
30000,0,-0.5263745423582697,-0.37732453181224473,0.4869444889694154,0
140000,0,-0.12351648648636882,0.061446858650690106,0.13938599129443657,0
200000,0,0.8050029896480809,-0.14946393486907425,-0.8663883107264324,0
200000,0,1.9714992672231701,0.10088679891524031,-2.043627448403766,0
210000,24,1.4110869002675095,0.5526623547592754,-1.3822394798882847,1
50000,5,-0.5005234211336439,-0.45788130850932524,0.4464333090536001,0
30000,10,-0.282606794683251,-0.3863666189925293,0.23065455153843448,0
50000,0,-0.7020420269458313,-0.4769518923804708,0.6538575994762845,0
290000,-5,-0.7014070778819163,-0.48129209422700736,0.652467024037358,0
250000,2,1.7100952165031407,0.13478640576205256,-1.7647413484939118,0
60000,0,-0.3149918315863392,-0.355952325749754,0.2695961710578377,0
110000,0,0.7099766708211541,-0.1734665662931023,-0.7710912121316434,0
370000,-12,-0.5448223155762508,0.49801526787333744,0.6528387620259819,0
100000,3,0.10598466707620097,0.39874959079232275,-0.043982720842184624,0
90000,2,0.5350679635381881,-0.11507112326697377,-0.5785033978771492,0
50000,0,-0.25951941440487797,-0.40864303377304845,0.20279347769475456,0
270000,0,-0.23620282014907498,-0.20799089916327967,0.21203185511574155,0
300000,-6,-0.6799531765231588,-0.3256037931410172,0.6561210707847946,0
50000,-1,-0.569279710432366,-0.008259413430048917,0.5936030019424434,0
50000,-9,-0.7414694657071976,-0.5203539108458366,0.6877959010302829,1
360000,-7,-0.7107864084526121,-0.5190880186405967,0.6559393322125785,0
130000,12,0.37072944565118615,-0.2819716124565168,-0.4346986221890349,1
80000,-3,-0.6698256072215422,-0.4216471991541486,0.6294495585047112,0
50000,5,-0.13009519110294962,-0.4134928805333829,0.06671259132582613,0
20000,0,-0.48990580815614265,-0.4067030950689147,0.44390824434568804,0
80000,2,0.14147331392655874,-0.37568051596128393,-0.21078568675983186,0
240000,-1,-0.3994137106528584,0.8637594742365925,0.5621236783428241,0
80000,-1,-0.3698372036341416,-0.043589314067197064,0.37923684878404873,0
500000,0,0.8151094818023475,3.1384033654674814,-0.32625576687061203,0
60000,0,-0.1249312900022294,-0.34219191307721186,0.0732579335403376,1
20000,-1,-0.5768753874085785,-0.4323497423439036,0.5305094276214078,0
100000,5,-0.4676773216322771,-0.4282890231920303,0.4170605007228496,1
360000,-4,-0.28010388343545295,2.755972398216974,0.7543590299118084,0
200000,12,2.404692607418384,0.07122875296390702,-2.50134981060376,1
130000,0,-0.5588596957112698,-0.2343444732541817,0.5448447459086383,0
20000,19,-0.3795722110663666,-0.49141923186892605,0.3144029899533071,0
310000,0,0.22098948694739376,0.14414085595401965,-0.20682598877730451,0
60000,4,-0.3684382079787934,-0.4093499605889616,0.3165122588369065,1
180000,-6,-0.5901803366731891,-0.14418664398749,0.5926805410077101,0
180000,-2,-0.5312038437448107,0.10547360313942103,0.5728572685624984,0
50000,-2,-0.4873870890478322,-0.08450886859761203,0.4952411301525551,0
50000,11,-0.10829088216950039,-0.38666254184570226,0.048417575056068335,1
150000,-12,-0.7067316922311793,-0.4937866146943097,0.6559393322125785,0
20000,-1,-0.43827470107919675,-0.11319694519687844,0.4391059402556131,0
500000,-9,-0.6939773834410842,-0.16095560566729042,0.6983560135219327,0
30000,5,-0.4004860105242835,-0.4726281306924438,0.33940856532140923,1
180000,-12,-0.7090132934318036,-0.5203539108458366,0.6538741211646678,0
140000,4,-0.36618822249919386,0.10930416007215975,0.4010317093763324,0
140000,-5,-0.541750321350006,0.29900714911452947,0.6162955409368857,0
120000,0,1.1040007673100372,-0.041090409973736614,-1.1607359573483107,0
360000,0,2.4579045005465705,0.09615203326447314,-2.552790087385118,0
20000,-2,-0.45031502150281477,-0.0018641917698113029,0.47033743852948323,0
100000,-6,-0.7029984025068321,-0.4377749946520743,0.6614190255263681,0
210000,-6,-0.6855465245011327,-0.4054700831806941,0.6485899344967471,1
80000,0,0.3202286006008775,-0.2928549973898775,-0.38374022798552226,1
330000,-8,-0.659713845780438,-0.341682268163414,0.632274767218253,0
220000,-3,0.39550563236096825,1.1891759717757784,-0.21418640095205807,0
210000,-4,-0.704708286085591,-0.32509414822721927,0.6820793968496662,1
40000,0,-0.14205120293716814,-0.3821908187310888,0.08445137742001332,0
30000,2,-0.4380323138846731,-0.38072764462373365,0.3940430351902028,0
470000,8,4.565721986627742,0.39519851655424737,-4.7057010108489745,0
30000,-3,-0.7017416775960956,-0.47941791615691204,0.65313064518742,0
240000,-9,-0.7259435120405935,-0.5203539108458366,0.6715688494231663,1
80000,2,0.5294245573352582,-0.19977081990847553,-0.5867917782160972,0
110000,0,0.4847357356666785,-0.07722587837785556,-0.5195595209550488,0
310000,-8,-0.6949390282889223,-0.44361125092298526,0.6520181848362788,0
360000,6,1.095230039369069,0.007375177312588539,-1.143451517684664,1
330000,0,4.572572059516452,0.6834438157032091,-4.664581282077709,0
300000,0,3.060015368890547,0.7057859911177667,-3.079980642007365,0
320000,0,0.44105598242747424,0.1679297653174228,-0.4328454394753764,0
50000,6,-0.0682205904139628,0.04382300872839005,0.07864125033855804,1
170000,0,1.3232241768961226,0.2777993446371348,-1.3364468669192793,0
350000,-7,-0.6889004255731822,-0.4361967394351519,0.6469487801173408,0
20000,0,-0.4252332161564595,-0.3960005518791597,0.37810786674452423,0
50000,2,-0.1774713490586388,-0.37117591252965126,0.12331589572696118,1
20000,3,-0.5426039458176761,-0.4359665772160174,0.4940846119657251,0
50000,0,-0.36076612634343763,-0.4096787637591538,0.3084386604469411,0
20000,5,-0.4616044685520934,-0.30334381851900755,0.4316408907210988,1
50000,-4,-0.19052073791163227,0.3335150418261972,0.2549854912975525,0
190000,6,1.4706482840348472,0.053193899078866756,-1.5281480172305375,1
60000,0,-0.24783477084278913,-0.42278157009131156,0.18821308769650538,0
80000,-6,-0.6007241796349658,0.07630876194337598,0.6406319879254647,0
150000,0,0.342288469945944,-0.31279690966203233,-0.41013637879255094,0
210000,-10,-0.6632231908141928,-0.19173158239727708,0.6610583019966664,0
240000,0,2.7488955968589917,0.31804485266865584,-2.819755789126432,1
140000,0,-0.4057552973617531,-0.2968170755906931,0.3743629507109796,1
60000,0,-0.5939162610409551,-0.4827881486513817,0.5398717177052695,0
50000,0,-0.07539735908659641,-0.30991988192285086,0.026892568707378283,0
50000,0,-0.26511803166968945,-0.38965465069445093,0.21182533401095047,0
180000,0,-0.6724339042060896,-0.42470506863693575,0.6316634647480714,0
30000,6,-0.7093742395801703,-0.5105720165326196,0.6558897671474286,0
20000,-2,-0.5005102479165502,-0.42306105278597494,0.45225169697924705,0
250000,-5,-0.5439080943099499,-0.32756017200366055,0.5136049867905766,0
100000,0,-0.19328711350130381,-0.38455820155647236,0.13760440256377232,0
330000,2,-0.03650738758265201,-0.2699702967445028,-0.007062254535003324,0
50000,0,-0.400441221586165,-0.40482891699881934,0.3507176610197679,0
50000,5,-0.0764037928725531,-0.3549330359221583,0.020405052402208298,0
30000,0,-0.35489087151965903,-0.38791199389243247,0.3059438855010651,0
140000,0,0.9526273296866292,-0.10867590160673617,-1.0138471331619834,1
160000,-1,0.1779157016944985,1.6548599017189418,0.09122802327189079,0
400000,-5,-0.6213323604563095,-0.27662856094089416,0.6030561613124131,0
50000,0,-0.25374164138759253,-0.4078703463230969,0.19688422048299956,0
140000,-5,-0.6396036125652353,-0.06823311167309985,0.6570572997931807,0
160000,-5,-0.49440314447192296,0.6084438125823762,0.6186388670725816,0
100000,-8,-0.5471934946531122,-0.5203539108458366,0.48474710441443847,0
220000,2,2.264682386859979,0.17046154972790248,-2.338396398079418,1
510000,0,0.6411387075764512,2.117798325191001,-0.3153734814554882,0
50000,0,-0.17826174208425924,-0.248894013535185,0.14462336651193797,0
160000,-3,-0.5442769443885728,0.2053475660852912,0.6032489143435514,0
230000,-12,-0.5694167118901402,0.3337452040453317,0.6510296371480122,0
80000,-6,-0.618634485595525,-0.044296240883110224,0.6391505432004302,0
150000,-7,-0.6922727691491627,-0.49957355048969176,0.6398582221861809,0
10000,2,-0.5736295067166971,-0.45571120758605693,0.5232040877412653,0
130000,0,0.2316360810025011,-0.3561824879688885,-0.3017541029982001,1
40000,0,-0.1630493109844845,-0.3691044525574406,0.10858956414799298,0
50000,6,-0.5167712670969814,-0.41133921976862425,0.4712103343990668,1
100000,0,-0.23620282014907498,-0.361114535521771,0.18638468751542184,0
120000,0,-0.6993599599455593,-0.49076162552854175,0.6487413833069272,0
260000,-9,-0.7109892759958547,-0.5203539108458366,0.6559393322125785,1
200000,0,-0.4979230280793526,-0.3309304044981302,0.46497890426383776,0
360000,-12,-0.7109892759958547,-0.5203539108458366,0.6559393322125785,1
70000,0,-0.010824883536825172,-0.055968753424932086,0.0019393120191565551,0
460000,-3,-0.6371165091779496,-0.06122960414800673,0.6556309273627572,1
50000,-6,-0.7037808916021963,-0.48918337031161935,0.6536262958389185,0
50000,0,-0.1529955116985925,-0.40520704064454033,0.09203483238794123,0
250000,0,0.8803643299975711,-0.07811364693737441,-0.9332020185484378,0
30000,-3,-0.6940010952318527,-0.46833724932143606,0.6468964614374604,0
270000,-2,0.571012403699987,1.850547108458809,-0.2868432792322852,0
180000,0,1.291895632003947,-0.0733131206525688,-1.3625125839586423,0
100000,0,0.1404800533576957,-0.18829558926876896,-0.17836187330763467,0
230000,0,1.0476799949477433,-0.043589314067197064,-1.1022904846924395,0
210000,-6,-0.15497676354948106,1.4601919848066705,0.4065471996816191,0
210000,2,0.23476867202737678,-0.2934139627792042,-0.29451484987159066,0
440000,0,1.470967075888514,-0.031324955819029304,-1.5426375379426787,0
100000,2,0.35245292425542285,-0.3031794169339115,-0.419148959805633,1
240000,0,-0.5631936841350886,-0.4168631130278526,0.5188038114018503,0
280000,-6,-1.5969118373362001,5.1965303691268305,2.5394063006776286,1
50000,-9,-0.7109892759958547,-0.5203539108458366,0.6559393322125785,1
30000,13,-0.6768126815680269,-0.4874735938266201,0.625726671389011,0
10000,2,-0.5612150669276188,-0.43042624379827943,0.5144641145865074,1
130000,-9,-0.7109892759958547,-0.4956936730814242,0.6600697543083998,0
200000,0,1.8682159759219286,0.07847886286664427,-1.9394334206145778,0
120000,-6,-0.690531269849379,-0.3770779294346006,0.6585552662065987,0
210000,0,1.5507150975301978,0.01738723384493997,-1.6178277417750095,0
280000,0,0.009954549106736203,-0.327708133430247,-0.06529294524189197,0
300000,-4,-0.5913764647852947,0.01886684811080471,0.6212410329929491,1
100000,0,0.5084580650089666,-0.2687701651733014,-0.576435433214508,0
440000,-12,-0.7109892759958547,2.1429517677107017,1.1020249185612785,0
50000,0,-0.3044611618416562,-0.39531006522175616,0.2519978193149084,0
20000,2,-0.4516165353516698,-0.3312920879853416,0.4165207922356623,1
200000,-3,-0.6629439186118069,-0.3078319817921306,0.6413203916081016,0
110000,-12,-0.6771077616309252,-0.32103342907534604,0.6539126717708955,0
500000,-6,-0.5857673089468084,0.08878684225216864,0.627089710680632,0
300000,-7,-0.6972496105671527,-0.4346184842182295,0.6559393322125785,0
30000,16,-0.5190212525765809,-0.3740365001103231,0.47980987320256674,1
60000,-6,-0.5373346589802065,0.25415839670031815,0.6041686216635543,0
400000,-4,-0.6552586637593575,-0.2054755549113096,0.6504321027514834,0
180000,0,1.469615503814703,0.005731161461627713,-1.5350182859832535,0
20000,2,-0.5027286176751249,-0.346088230643989,0.4674626647507916,0
200000,5,0.16647081068351452,-0.2526094893583565,-0.21629842345038802,1
100000,0,-0.19854322712167974,-0.44027389874553474,0.13376586362938905,0
60000,0,-0.25906362109343684,-0.38861892070834564,0.20567100508817673,1
110000,0,0.08946018355389629,-0.2984117709661251,-0.1434818355157891,0
260000,-6,-0.7056541230729168,-0.4795165571079697,0.6572032413738997,0
50000,7,-0.14845075180127495,-0.3991570623130045,0.08829817719858822,0
180000,-9,-0.7110208917168795,-0.5203539108458366,0.6559723755893451,0
110000,5,0.10929641385355061,-0.35013250963735265,-0.172876672764384,1
340000,0,1.7211475456447332,0.9616770583198192,-1.6377942021862095,0
50000,-1,-0.6276028117928982,-0.3391998042284632,0.5991295067066523,0
230000,-4,-0.5652223595675144,-0.32718204835793957,0.5359450630995087,1
360000,0,0.8050082589349183,0.41673512420183423,-0.7715593266358366,0
210000,-2,-0.28760471324859094,0.3347480537144178,0.3566599616082895,0
220000,3,-0.7020973544576248,-0.4887066057148407,0.6519465908532845,1
60000,10,-0.26288385405060233,-0.3541274681551875,0.21544083015215937,1
340000,-10,-0.3485519194541831,2.1821779859146266,0.7297912792858633,0
150000,12,0.9331731226826915,-0.09784183714890432,-0.9916998098841895,0
200000,-1,-0.5861335243820125,0.32467023654802796,0.666981327282074,1
130000,2,-0.5357486036421282,-0.40198476957665713,0.49261142808488223,1
60000,3,-0.4573626926479304,-0.015706805234901457,0.47538481433057683,0
400000,-7,-0.5002494182180954,0.7946614880207089,0.6559393322125785,0
20000,0,-0.4034025607888229,-0.4298837185674623,0.3496162151275489,0
190000,0,1.6941108348816767,0.08523576801409326,-1.7563345627215503,0
260000,0,1.8000893664002842,0.20301306357692683,-1.8473718193281823,0
140000,-12,-0.7099617650625482,-0.5203539108458366,0.6548654224676649,0
50000,0,-0.09427194453841252,-0.34597314953442176,0.04058078753293006,1
120000,-5,-0.6662372228852254,-0.18819694831771133,0.6648004644154805,0
240000,-12,-0.7100197272177603,-0.48485960862359234,0.6608710561949891,0
50000,-1,-0.6613341514829599,-0.4646217734982646,0.6133767093225053,0
200000,0,-0.5089937997248762,-0.009804788329952092,0.5303359498933834,0
180000,-2,1.7149956532619874,4.163496569017085,-1.095081521327866,0
180000,0,1.2250705363311576,-0.08123727705419997,-1.2939971422331586,0
160000,-5,-0.6850854619028541,-0.11757002736043423,0.6963293530802497,0
100000,-3,-0.6603435255575156,-0.29061913583257076,0.6414856084919345,0
50000,0,0.009477678647945206,-0.3066318502209292,-0.06126440689110092,1
140000,0,1.5019109628415541,0.046831557735648364,-1.5618880585239363,0
30000,0,-0.40039116336120906,-0.4206607896435721,0.34801361135437026,1
90000,-2,-0.4828765795149582,0.003133616417109608,0.5052064618624066,0
200000,-6,-0.7815845464008537,2.2930997353789535,1.2009567886003902,0
380000,-9,-0.7109892759958547,-0.5203539108458366,0.6559393322125785,1
80000,0,0.08770814568043765,-0.3223322015976051,-0.14565719115292167,0
50000,8,-0.4232440603753147,-0.4106487331112207,0.37357541689804297,0
180000,-1,-0.24392496000938668,-0.37599287897296646,0.19196351095951114,1
240000,0,1.198969123981752,-0.0699264479995895,-1.2648225941630074,0
380000,0,2.14117293803311,0.5385566987580314,-2.147656259309121,0
110000,0,0.5738103950106833,-0.2030588516103972,-0.633732648527741,0
260000,-6,-0.34823312760051617,1.479854414384162,0.6118236706144765,0
500000,9,6.999697789374607,0.720878056629587,-7.195037567632206,1
320000,0,0.4385530711796762,-0.26275306715878477,-0.5023659505775099,0
50000,9,-0.0553345494529309,-0.4301796414206353,-0.014218899219696357,0
110000,-4,-0.6991386498983856,-0.478201344427201,0.6506138413236996,1
230000,-12,-0.7022580677061676,-0.4698333037458104,0.6552757110625165,0
330000,-5,-0.6697834529268425,-0.2563085250230183,0.657098604014139,0
50000,0,-0.13584134839921022,-0.3518258459638423,0.08304703390743408,0
10000,5,-0.6721230162826789,-0.493227649304983,0.6198614720129447,0
300000,-9,-0.7109892759958547,-0.5203539108458366,0.6559393322125785,0
20000,5,-0.465095371081917,-0.46790980520018627,0.4077257467862935,1
180000,-4,-0.49089643408158695,-0.5203539108458366,0.4259078648520988,1
160000,-6,-0.5490113986120392,1.4512485385774436,0.8168770987541595,0
90000,6,-0.04238000776301188,-0.1810290392075221,0.013972608391649266,0
30000,0,-0.3391357038756249,-0.3230720087305375,0.30033752590967033,0
180000,0,1.4920626657423235,2.594447840860073,-1.1248866471713124,0
30000,0,-0.3783075822253739,-0.3885696002328168,0.33030786863694966,0
30000,5,-0.36253660672082744,-0.39725000392588994,0.312370822282163,0
140000,-4,-0.592367090710739,0.07060402694054191,0.630942017688668,0
210000,0,0.15176423112013687,-0.10112986885082598,-0.17555593989720675,0
50000,0,-0.48980832634964944,-0.25193544285946257,0.46972888967403226,1
130000,0,0.5335609475026718,-0.18333066139886728,-0.5883613386125093,0
50000,6,-0.6677890278588602,-0.4628133560622077,0.6204259630327069,1
140000,0,0.707484298147031,0.2638416500624774,-0.6952401407639812,0
170000,1,-0.6336045295007762,-0.456253732816874,0.5857965041813412,1
80000,-2,-0.4284211346931286,-0.22273772134639827,0.41046008621372715,0
410000,0,3.8771210441335393,0.5285282020671703,-3.9636734349494094,0
80000,-7,-0.5002178024970706,0.7948587699228242,0.6559393322125785,0
